card_id,bank,name,type,category,joining_fee,annual_fee,fee_waiver,forex,finance_pm,finance_pa,cash_advance,cash_interest,late_fee,network,network_confidence,rewards,lounge,badge,apply_url,match_status,data_status,source_section,source_url
yes-byoc-rewards-eco-friendly-card,YES Bank,BYOC Rewards (Eco Friendly Card),retail,,249,249,,3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Visa,low,,,,,unmatched,needs_review,"Section A.1 BYOC Rewards Membership fees table p.3, Eco Friendly Card column (One Time Card Fee INR 249, Monthly Fee INR 49)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
yes-byoc-rewards-metal-card,YES Bank,BYOC Rewards (Metal Card),retail,,3499,3499,,3.5,3.99,47.88,Effective 15th June 2026: 2.5% or INR 650 whichever is higher (prior to 15th June 2026: 2.5% or INR 500 whichever is higher). Waived for YES Private and AI Inside Credit Card; not applicable for any Virtual Credit Card,"Cash advances carry a finance charge equal to the charge on revolving credit (unsecured cards: 3.99% per month / 47.88% p.a.) levied from the date of withdrawal until the date of full payment; no interest-free / credit-free period applies to cash advances. For revolving credit on retail purchases, finance charges apply from the transaction date when the Total Amount Due is not paid in full by the Payment Due Date.","Up to INR 500 current outstanding (statement balance + unbilled): No late payment charges. Above INR 500: 10% of statement balance or INR 1350 whichever is lower, per statement. Waived for YES Private credit card",Visa,low,,,metal card,,unmatched,needs_review,"Section A.1 BYOC Rewards Membership fees table p.3, Metal Card column (One Time Card Fee INR 3499, Monthly Fee INR 49)",https://www.yes.bank.in/sites/web/content/published/api/v1.1/assets/CONTAA57595B2EF245259C4C623B1F7D33B3/native/ybl_mitc_pdf.pdf?download=false
rbl-lumi-re,RBL Bank,Lumière,retail,super_premium,50000,50000,,0,3.99,47.88,2.5% of the cash amount withdrawn (Minimum INR 500),All cash withdrawal transactions carry a Finance Charge (Up to 3.99% per month or 47.88% per annum) from the date of withdrawal until the date of full and final payment; no interest-free period applies on cash withdrawals from an ATM,"12.5% of Total Outstanding Amount, Min INR 5 / Max INR 1,300",Visa,high,,,metal card,https://www.rbl.bank.in/personal-banking/cards/credit-cards/lumiere-credit-card,matched,needs_review,"A.i Annual membership fees table p.5, Lumière row",https://webassets.rbl.bank.in/document/Credit%20Cards/RBL-MITC-final.pdf
rbl-nova,RBL Bank,Nova,retail,super_premium,12500,12500,NIL on eligible annual spends of INR 10 Lakh or more,2,3.99,47.88,2.5% of the cash amount withdrawn (Minimum INR 500),All cash withdrawal transactions carry a Finance Charge (Up to 3.99% per month or 47.88% per annum) from the date of withdrawal until the date of full and final payment; no interest-free period applies on cash withdrawals from an ATM,"12.5% of Total Outstanding Amount, Min INR 5 / Max INR 1,300",Visa,high,4 Reward Points per INR 200 on general spends; 12 Reward Points per INR 200 on flights and hotels; 1 RP = INR 1,"12 complimentary international + 12 domestic lounge visits, plus 4 guest visits outside India",super-premium,https://www.rbl.bank.in/personal-banking/cards/credit-cards/nova-credit-card,matched,needs_review,"A.i Annual membership fees table p.5, Nova row",https://webassets.rbl.bank.in/document/Credit%20Cards/RBL-MITC-final.pdf
rbl-insignia-preferred-banking,RBL Bank,Insignia Preferred Banking,retail,super_premium,0,0,NIL (Insignia Preferred Banking Customer),3.5,3.99,47.88,2.5% of the cash amount withdrawn (Minimum INR 500),All cash withdrawal transactions carry a Finance Charge (Up to 3.99% per month or 47.88% per annum) from the date of withdrawal until the date of full and final payment; no interest-free period applies on cash withdrawals from an ATM,"12.5% of Total Outstanding Amount, Min INR 5 / Max INR 1,300",Mastercard,high,"5 RP per INR 100 domestic; 10 RP per INR 100 international; milestone vouchers worth INR 8,000 on INR 8 lakh annual spend","2 complimentary domestic lounge visits per quarter; Priority Pass with 6 annual international visits plus bonus on INR 1,00,000+ monthly spend",super-premium,https://www.rbl.bank.in/personal-banking/cards/credit-cards/insignia-preferred-banking-credit-card,matched,needs_review,"A.i Annual membership fees table p.5, Insignia Preferred Banking row",https://webassets.rbl.bank.in/document/Credit%20Cards/RBL-MITC-final.pdf
rbl-unnamed-4,RBL Bank,,retail,,7000,7000,NIL on eligible annual spends of INR 10 lakh or more,3.5,3.99,47.88,2.5% of the cash amount withdrawn (Minimum INR 500),All cash withdrawal transactions carry a Finance Charge (Up to 3.99% per month or 47.88% per annum) from the date of withdrawal until the date of full and final payment; no interest-free period applies on cash withdrawals from an ATM,"12.5% of Total Outstanding Amount, Min INR 5 / Max INR 1,300",,unknown,,,,,unmatched,needs_review,"A.i Annual membership fees table p.6, unlabelled INR 7,000 row (no card name printed)",https://webassets.rbl.bank.in/document/Credit%20Cards/RBL-MITC-final.pdf
rbl-quickpay,RBL Bank,QuickPay,retail,entry,99,99,,3.5,3.99,47.88,2.5% of the cash amount withdrawn (Minimum INR 500),All cash withdrawal transactions carry a Finance Charge (Up to 3.99% per month or 47.88% per annum) from the date of withdrawal until the date of full and final payment; no interest-free period applies on cash withdrawals from an ATM,"12.5% of Total Outstanding Amount, Min INR 5 / Max INR 1,300",RuPay,medium,,,,https://www.rbl.bank.in/personal-banking/cards/credit-cards/rbl-bank-quick-pay-credit-card,matched,needs_review,"A.i Annual membership fees table p.6, QuickPay row",https://webassets.rbl.bank.in/document/Credit%20Cards/RBL-MITC-final.pdf
rbl-iglobe,RBL Bank,iGlobe,retail,premium,0,0,NIL (Insignia Preferred Banking Customer),1.5,3.99,47.88,2.5% of the cash amount withdrawn (Minimum INR 500),All cash withdrawal transactions carry a Finance Charge (Up to 3.99% per month or 47.88% per annum) from the date of withdrawal until the date of full and final payment; no interest-free period applies on cash withdrawals from an ATM,"12.5% of Total Outstanding Amount, Min INR 5 / Max INR 1,300",Mastercard,high,"5 RP per INR 100 domestic; 10 RP per INR 100 international; milestone bonuses of 10,000 points at INR 5L and additional 10,000 at INR 8L annual spend","2 complimentary domestic lounge visits per quarter; 6 complimentary international visits annually across 1,400+ lounges",premium,https://www.rbl.bank.in/personal-banking/cards/credit-cards/iglobe-credit-card,matched,needs_review,"A.i Annual membership fees table p.6, iGlobe row",https://webassets.rbl.bank.in/document/Credit%20Cards/RBL-MITC-final.pdf
rbl-unnamed-7,RBL Bank,,retail,,3000,3000,,3.5,3.99,47.88,2.5% of the cash amount withdrawn (Minimum INR 500),All cash withdrawal transactions carry a Finance Charge (Up to 3.99% per month or 47.88% per annum) from the date of withdrawal until the date of full and final payment; no interest-free period applies on cash withdrawals from an ATM,"12.5% of Total Outstanding Amount, Min INR 5 / Max INR 1,300",,unknown,,,,,unmatched,needs_review,"A.i Annual membership fees table p.6, unlabelled INR 3,000 row (no card name printed)",https://webassets.rbl.bank.in/document/Credit%20Cards/RBL-MITC-final.pdf
rbl-icon,RBL Bank,Icon,retail,premium,5000,5000,,3.5,3.99,47.88,2.5% of the cash amount withdrawn (Minimum INR 500),All cash withdrawal transactions carry a Finance Charge (Up to 3.99% per month or 47.88% per annum) from the date of withdrawal until the date of full and final payment; no interest-free period applies on cash withdrawals from an ATM,"12.5% of Total Outstanding Amount, Min INR 5 / Max INR 1,300",Mastercard,high,"2 RP per INR 100 base; 20 RP per INR 100 on international purchases and weekend dining (capped 2,000 pts/month each); milestone bonuses at INR 3L/5L/8L","2 complimentary domestic lounge visits per quarter with INR 35,000+ prior-quarter spend; international lounges at USD 35 per visit",premium,https://www.rbl.bank.in/personal-banking/cards/credit-cards/icon-credit-card,matched,needs_review,"A.i Annual membership fees table p.6, Icon row",https://webassets.rbl.bank.in/document/Credit%20Cards/RBL-MITC-final.pdf
rbl-world-safari,RBL Bank,World Safari,retail,premium,3000,3000,,0,3.99,47.88,2.5% of the cash amount withdrawn (Minimum INR 500),All cash withdrawal transactions carry a Finance Charge (Up to 3.99% per month or 47.88% per annum) from the date of withdrawal until the date of full and final payment; no interest-free period applies on cash withdrawals from an ATM,"12.5% of Total Outstanding Amount, Min INR 5 / Max INR 1,300",Mastercard,high,"2 RP per INR 100 domestic retail; 5 RP per INR 100 on travel; bonus 10,000 pts at INR 2.5L and 15,000 pts at INR 5L; INR 10,000 voucher at INR 7.5L spend","2 complimentary domestic visits per quarter (INR 35,000+ prior-quarter spend); Priority Pass with 2 annual international visits plus 1 extra on INR 50,000+ quarterly spend",premium,https://www.rbl.bank.in/personal-banking/cards/credit-cards/world-safari-credit-card,matched,needs_review,"A.i Annual membership fees table p.6, World Safari row",https://webassets.rbl.bank.in/document/Credit%20Cards/RBL-MITC-final.pdf
rbl-world-safari-lite,RBL Bank,World Safari Lite,retail,mid_tier,1000,1000,,0,3.99,47.88,2.5% of the cash amount withdrawn (Minimum INR 500),All cash withdrawal transactions carry a Finance Charge (Up to 3.99% per month or 47.88% per annum) from the date of withdrawal until the date of full and final payment; no interest-free period applies on cash withdrawals from an ATM,"12.5% of Total Outstanding Amount, Min INR 5 / Max INR 1,300",Mastercard,medium,"1 pt per INR 100 on eligible domestic travel; 5 pts per INR 100 on flights & hotels via RBL Rewards Portal; milestone 5,000 pts at INR 2.5L and 10,000 pts at INR 5L",1 complimentary domestic + 1 international visit quarterly (min INR 50K prior-quarter spend),low forex markup,https://www.rbl.bank.in/personal-banking/cards/credit-cards/world-safari-lite-credit-card,matched,needs_review,"A.i Annual membership fees table p.6, World Safari Lite row",https://webassets.rbl.bank.in/document/Credit%20Cards/RBL-MITC-final.pdf
rbl-world-safari-plus,RBL Bank,World Safari Plus,retail,,6000,6000,,0,3.99,47.88,2.5% of the cash amount withdrawn (Minimum INR 500),All cash withdrawal transactions carry a Finance Charge (Up to 3.99% per month or 47.88% per annum) from the date of withdrawal until the date of full and final payment; no interest-free period applies on cash withdrawals from an ATM,"12.5% of Total Outstanding Amount, Min INR 5 / Max INR 1,300",Mastercard,medium,,,low forex markup,,unmatched,needs_review,"A.i Annual membership fees table p.6, World Safari Plus row",https://webassets.rbl.bank.in/document/Credit%20Cards/RBL-MITC-final.pdf
rbl-rbl-bank-black-credit-card-erstwhile-rbl-bank-moneytap-black-credit-card,RBL Bank,RBL Bank Black Credit Card (erstwhile RBL Bank MoneyTap Black Credit Card),retail,mid_tier,3000,3000,,3.5,3.99,47.88,2.5% of the cash amount withdrawn (Minimum INR 500),All cash withdrawal transactions carry a Finance Charge (Up to 3.99% per month or 47.88% per annum) from the date of withdrawal until the date of full and final payment; no interest-free period applies on cash withdrawals from an ATM,"12.5% of Total Outstanding Amount, Min INR 5 / Max INR 1,300",Mastercard,high,,,,https://www.rbl.bank.in/personal-banking/cards/credit-cards/moneytap-black-credit-card,matched,needs_review,"A.i Annual membership fees table p.6, RBL Bank Black Credit Card row",https://webassets.rbl.bank.in/document/Credit%20Cards/RBL-MITC-final.pdf
